Type Name,Type Description,Attribute Name,Attribute Description
MicroStrategyMetric,Instance of a MicroStrategy metric in Atlan.,microStrategyReports,Reports related to this metric.
MicroStrategyMetric,Instance of a MicroStrategy metric in Atlan.,microStrategyCubes,Cubes related to this metric.
MicroStrategyMetric,Instance of a MicroStrategy metric in Atlan.,microStrategyMetricChildren,Metrics that are children of this metric.
MicroStrategyMetric,Instance of a MicroStrategy metric in Atlan.,microStrategyProject,Project containing the metric.
MicroStrategyMetric,Instance of a MicroStrategy metric in Atlan.,microStrategyAttributes,Attributes related to this metric.
MicroStrategyProject,Instance of a MicroStrategy project in Atlan.,microStrategyReports,Reports contained within the project.
MicroStrategyProject,Instance of a MicroStrategy project in Atlan.,microStrategyFacts,Facts contained within the project.
MicroStrategyProject,Instance of a MicroStrategy project in Atlan.,microStrategyMetrics,Metrics contained within the project.
MicroStrategyProject,Instance of a MicroStrategy project in Atlan.,microStrategyVisualizations,Visualizations contained within the project.
MicroStrategyProject,Instance of a MicroStrategy project in Atlan.,microStrategyDocuments,Documents contained within the project.
MicroStrategyProject,Instance of a MicroStrategy project in Atlan.,microStrategyCubes,Cubes contained within the project.
MicroStrategyProject,Instance of a MicroStrategy project in Atlan.,microStrategyDossiers,Dossiers contained within the project.
MicroStrategyProject,Instance of a MicroStrategy project in Atlan.,microStrategyAttributes,Attributes contained within the project.
MicroStrategyReport,Instance of a MicroStrategy report in Atlan.,microStrategyReportType,Whether the report is a Grid or Chart.
MicroStrategyReport,Instance of a MicroStrategy report in Atlan.,microStrategyMetrics,Metrics used within the report.
MicroStrategyReport,Instance of a MicroStrategy report in Atlan.,microStrategyProject,Project containing the report.
MicroStrategyReport,Instance of a MicroStrategy report in Atlan.,microStrategyAttributes,Attributes related to this report.
MicroStrategyVisualization,Instance of a MicroStrategy visualization in Atlan.,microStrategyVisualizationType,Type of visualization.
MicroStrategyVisualization,Instance of a MicroStrategy visualization in Atlan.,microStrategyDossierQualifiedName,Unique name of the dossier containing this visualization.
MicroStrategyVisualization,Instance of a MicroStrategy visualization in Atlan.,microStrategyDossierName,Simple name of the dossier containing this visualization.
MicroStrategyVisualization,Instance of a MicroStrategy visualization in Atlan.,microStrategyDossier,Dossier containing the visualization.
MicroStrategyVisualization,Instance of a MicroStrategy visualization in Atlan.,microStrategyProject,Project containing the visualization.
Mode,Base class for Mode assets.,modeId,TBC
Mode,Base class for Mode assets.,modeToken,TBC
Mode,Base class for Mode assets.,modeWorkspaceName,TBC
Mode,Base class for Mode assets.,modeWorkspaceUsername,TBC
Mode,Base class for Mode assets.,modeWorkspaceQualifiedName,TBC
Mode,Base class for Mode assets.,modeReportName,TBC
Mode,Base class for Mode assets.,modeReportQualifiedName,TBC
Mode,Base class for Mode assets.,modeQueryName,TBC
Mode,Base class for Mode assets.,modeQueryQualifiedName,TBC
ModeChart,Instance of a Mode chart in Atlan.,modeChartType,TBC
ModeChart,Instance of a Mode chart in Atlan.,modeQuery,TBC
ModeCollection,Instance of a Mode collection in Atlan.,modeCollectionType,TBC
ModeCollection,Instance of a Mode collection in Atlan.,modeCollectionState,TBC
ModeCollection,Instance of a Mode collection in Atlan.,modeWorkspace,TBC
ModeCollection,Instance of a Mode collection in Atlan.,modeReports,TBC
ModeQuery,Instance of a Mode query in Atlan.,modeRawQuery,TBC
ModeQuery,Instance of a Mode query in Atlan.,modeReportImportCount,TBC
ModeQuery,Instance of a Mode query in Atlan.,modeCharts,TBC
ModeQuery,Instance of a Mode query in Atlan.,modeReport,TBC
ModeReport,Instance of a Mode report in Atlan.,modeCollectionToken,TBC
ModeReport,Instance of a Mode report in Atlan.,modeReportPublishedAt,TBC
ModeReport,Instance of a Mode report in Atlan.,modeQueryCount,TBC
ModeReport,Instance of a Mode report in Atlan.,modeChartCount,TBC
ModeReport,Instance of a Mode report in Atlan.,modeQueryPreview,TBC
ModeReport,Instance of a Mode report in Atlan.,modeIsPublic,TBC
ModeReport,Instance of a Mode report in Atlan.,modeIsShared,TBC
ModeReport,Instance of a Mode report in Atlan.,modeQueries,TBC
ModeReport,Instance of a Mode report in Atlan.,modeCollections,TBC
ModeWorkspace,Instance of a Mode workspace in Atlan.,modeCollectionCount,TBC
ModeWorkspace,Instance of a Mode workspace in Atlan.,modeCollections,TBC
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionSubtype,"Subtype of a MongoDB collection (e.g. Capped, Time Series etc.)"
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionIsCapped,If the collection is a capped collection
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionTimeField,The name of the field which contains the date in each time series document
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionTimeGranularity,Set the granularity to the value that is the closest match to the time span between consecutive incoming measurements
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionExpireAfterSeconds,Specifies the seconds after which documents in a time series collection or clustered collection expire
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionMaximumDocumentCount,The maximum number of documents allowed in the capped collection
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionMaxSize,The maximum size allowed in the capped collection
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionNumOrphanDocs,The number of orphaned documents in the collection
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionNumIndexes,The number of indexes on the collection
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionTotalIndexSize,The total size of all indexes
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionAverageObjectSize,The average size of an object in the collection
MongoDBCollection,MongoDB Collection Assets,mongoDBCollectionSchemaDefinition,Definition of the schema applicable for the collection.
MongoDBCollection,MongoDB Collection Assets,mongoDBDatabase,TBC
MongoDBDatabase,MongoDB Database Assets,mongoDBDatabaseCollectionCount,The number of collection in a MongoDB Database
MongoDBDatabase,MongoDB Database Assets,mongoDBCollections,TBC
MonteCarlo,Base class for Monte Carlo assets.,mcLabels,TBC
MonteCarlo,Base class for Monte Carlo assets.,mcAssetQualifiedNames,TBC
Namespace,Base class for query collections and folders.,childrenQueries,TBC
Namespace,Base class for query collections and folders.,childrenFolders,TBC
Persona,Instance of a Persona access control object in Atlan.,personaGroups,Groups for whom this persona is accessible.
Persona,Instance of a Persona access control object in Atlan.,personaUsers,Users for whom this persona is accessible.
Persona,Instance of a Persona access control object in Atlan.,roleId,TBC
PowerBI,Base class for Power BI assets.,powerBIIsHidden,TBC
PowerBI,Base class for Power BI assets.,powerBITableQualifiedName,TBC
PowerBI,Base class for Power BI assets.,powerBIFormatString,TBC
PowerBI,Base class for Power BI assets.,powerBIEndorsement,TBC
PowerBIColumn,Instance of a Power BI column in Atlan.,workspaceQualifiedName,TBC
PowerBIColumn,Instance of a Power BI column in Atlan.,datasetQualifiedName,TBC
PowerBIColumn,Instance of a Power BI column in Atlan.,powerBIColumnDataCategory,TBC
PowerBIColumn,Instance of a Power BI column in Atlan.,powerBIColumnDataType,TBC
PowerBIColumn,Instance of a Power BI column in Atlan.,powerBISortByColumn,TBC
PowerBIColumn,Instance of a Power BI column in Atlan.,powerBIColumnSummarizeBy,TBC
PowerBIColumn,Instance of a Power BI column in Atlan.,table,TBC
PowerBIDashboard,Instance of a Power BI dashboard in Atlan.,workspaceQualifiedName,TBC
PowerBIDashboard,Instance of a Power BI dashboard in Atlan.,webUrl,TBC
PowerBIDashboard,Instance of a Power BI dashboard in Atlan.,tileCount,TBC
PowerBIDashboard,Instance of a Power BI dashboard in Atlan.,workspace,TBC
PowerBIDashboard,Instance of a Power BI dashboard in Atlan.,tiles,TBC
PowerBIDataflow,Instance of a Power BI dataflow in Atlan.,workspaceQualifiedName,TBC
PowerBIDataflow,Instance of a Power BI dataflow in Atlan.,webUrl,TBC
PowerBIDataflow,Instance of a Power BI dataflow in Atlan.,workspace,TBC
PowerBIDataflow,Instance of a Power BI dataflow in Atlan.,datasets,TBC
PowerBIDataset,Instance of a Power BI dataset in Atlan.,workspaceQualifiedName,TBC
PowerBIDataset,Instance of a Power BI dataset in Atlan.,webUrl,TBC
PowerBIDataset,Instance of a Power BI dataset in Atlan.,reports,TBC
PowerBIDataset,Instance of a Power BI dataset in Atlan.,workspace,TBC
PowerBIDataset,Instance of a Power BI dataset in Atlan.,dataflows,TBC
PowerBIDataset,Instance of a Power BI dataset in Atlan.,tiles,TBC
PowerBIDataset,Instance of a Power BI dataset in Atlan.,tables,TBC
PowerBIDataset,Instance of a Power BI dataset in Atlan.,datasources,TBC
PowerBIDatasource,Instance of a Power BI datasource in Atlan.,connectionDetails,TBC
PowerBIDatasource,Instance of a Power BI datasource in Atlan.,datasets,TBC
PowerBIMeasure,Instance of a Power BI measure in Atlan.,workspaceQualifiedName,TBC
PowerBIMeasure,Instance of a Power BI measure in Atlan.,datasetQualifiedName,TBC
PowerBIMeasure,Instance of a Power BI measure in Atlan.,powerBIMeasureExpression,TBC
PowerBIMeasure,Instance of a Power BI measure in Atlan.,powerBIIsExternalMeasure,TBC
PowerBIMeasure,Instance of a Power BI measure in Atlan.,table,TBC
PowerBIPage,Instance of a Power BI page in Atlan.,workspaceQualifiedName,TBC
PowerBIPage,Instance of a Power BI page in Atlan.,reportQualifiedName,TBC
PowerBIPage,Instance of a Power BI page in Atlan.,report,TBC
PowerBIReport,Instance of a Power BI report in Atlan.,workspaceQualifiedName,TBC
PowerBIReport,Instance of a Power BI report in Atlan.,datasetQualifiedName,TBC
PowerBIReport,Instance of a Power BI report in Atlan.,webUrl,TBC
PowerBIReport,Instance of a Power BI report in Atlan.,pageCount,TBC
PowerBIReport,Instance of a Power BI report in Atlan.,workspace,TBC
PowerBIReport,Instance of a Power BI report in Atlan.,tiles,TBC
PowerBIReport,Instance of a Power BI report in Atlan.,pages,TBC
PowerBIReport,Instance of a Power BI report in Atlan.,dataset,TBC
PowerBITable,Instance of a Power BI table in Atlan.,workspaceQualifiedName,TBC
PowerBITable,Instance of a Power BI table in Atlan.,datasetQualifiedName,TBC
PowerBITable,Instance of a Power BI table in Atlan.,powerBITableSourceExpressions,TBC
PowerBITable,Instance of a Power BI table in Atlan.,powerBITableColumnCount,TBC
PowerBITable,Instance of a Power BI table in Atlan.,powerBITableMeasureCount,TBC
PowerBITable,Instance of a Power BI table in Atlan.,columns,TBC
PowerBITable,Instance of a Power BI table in Atlan.,measures,TBC
PowerBITable,Instance of a Power BI table in Atlan.,dataset,TBC
PowerBITile,Instance of a Power BI tile in Atlan.,workspaceQualifiedName,TBC
PowerBITile,Instance of a Power BI tile in Atlan.,dashboardQualifiedName,TBC
PowerBITile,Instance of a Power BI tile in Atlan.,report,TBC
PowerBITile,Instance of a Power BI tile in Atlan.,dataset,TBC
PowerBITile,Instance of a Power BI tile in Atlan.,dashboard,TBC
PowerBIWorkspace,Instance of a Power BI workspace in Atlan.,webUrl,TBC
PowerBIWorkspace,Instance of a Power BI workspace in Atlan.,reportCount,TBC
PowerBIWorkspace,Instance of a Power BI workspace in Atlan.,dashboardCount,TBC
PowerBIWorkspace,Instance of a Power BI workspace in Atlan.,datasetCount,TBC
PowerBIWorkspace,Instance of a Power BI workspace in Atlan.,dataflowCount,TBC
PowerBIWorkspace,Instance of a Power BI workspace in Atlan.,reports,TBC
PowerBIWorkspace,Instance of a Power BI workspace in Atlan.,datasets,TBC
PowerBIWorkspace,Instance of a Power BI workspace in Atlan.,dashboards,TBC
PowerBIWorkspace,Instance of a Power BI workspace in Atlan.,dataflows,TBC
Preset,Base class for Preset assets.,presetWorkspaceId,ID of the Preset asset's workspace.
Preset,Base class for Preset assets.,presetWorkspaceQualifiedName,qualifiedName of the Preset asset's workspace.
Preset,Base class for Preset assets.,presetDashboardId,ID of the Preset asset's collection.
Preset,Base class for Preset assets.,presetDashboardQualifiedName,qualifiedName of the Preset asset's collection.
PresetChart,Instance of a Preset chart in Atlan.,presetChartDescriptionMarkdown,Markdown-based description of the chart.
PresetChart,Instance of a Preset chart in Atlan.,presetChartFormData,TBC
PresetChart,Instance of a Preset chart in Atlan.,presetDashboard,Collection in which the chart exists.
PresetDashboard,Instance of a Preset collection in Atlan.,presetDashboardChangedByName,Username of the user who last changed the collection.
PresetDashboard,Instance of a Preset collection in Atlan.,presetDashboardChangedByURL,TBC
PresetDashboard,Instance of a Preset collection in Atlan.,presetDashboardIsManagedExternally,Whether the collection is managed externally (true) or not (false).
PresetDashboard,Instance of a Preset collection in Atlan.,presetDashboardIsPublished,Whether the collection is published (true) or not (false).
PresetDashboard,Instance of a Preset collection in Atlan.,presetDashboardThumbnailURL,URL to a thumbnail illustration of the collection.
PresetDashboard,Instance of a Preset collection in Atlan.,presetDashboardChartCount,Number of charts within the collection.
PresetDashboard,Instance of a Preset collection in Atlan.,presetDatasets,Datasets contained within the collection.
PresetDashboard,Instance of a Preset collection in Atlan.,presetCharts,Charts contained within the collection.
PresetDashboard,Instance of a Preset collection in Atlan.,presetWorkspace,Workspace in which the collection exists.
PresetDataset,Instance of a Preset dataset in Atlan.,presetDatasetDatasourceName,Name of the data source for the dataset.
PresetDataset,Instance of a Preset dataset in Atlan.,presetDatasetId,ID of the dataset.
PresetDataset,Instance of a Preset dataset in Atlan.,presetDatasetType,Type of the dataset.
PresetDataset,Instance of a Preset dataset in Atlan.,presetDashboard,Collection in which the dataset exists.
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetWorkspacePublicDashboardsAllowed,Whether public collections are allowed in the workspace (true) or not (false).
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetWorkspaceClusterId,ID of the cluster for the Preset workspace.
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetWorkspaceHostname,Hostname of the Preset workspace.
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetWorkspaceIsInMaintenanceMode,Whether the workspace is in maintenance mode (true) or not (false).
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetWorkspaceRegion,Region of the workspace.
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetWorkspaceStatus,Status of the workspace.
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetWorkspaceDeploymentId,ID of the deployment for the Preset workspace.
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetWorkspaceDashboardCount,Number of collections in the workspace.
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetWorkspaceDatasetCount,Number of datasets in the workspace.
PresetWorkspace,Instance of a Preset workspace in Atlan.,presetDashboards,Collections within this workspace.
Procedure,Instance of a stored procedure (routine) in Atlan.,definition,Logic of the procedure.
Procedure,Instance of a stored procedure (routine) in Atlan.,atlanSchema,Schema in which the procedure is contained.
Process,Instance of a lineage process in Atlan.,inputs,Assets that are inputs to this process.
Process,Instance of a lineage process in Atlan.,outputs,Assets that are outputs from this process.
Process,Instance of a lineage process in Atlan.,code,Code that ran within the process.
Process,Instance of a lineage process in Atlan.,sql,SQL query that ran to produce the outputs.
Process,Instance of a lineage process in Atlan.,ast,TBC
Process,Instance of a lineage process in Atlan.,outputs,Assets that are outputs from this process.
Process,Instance of a lineage process in Atlan.,matillionComponent,TBC
Process,Instance of a lineage process in Atlan.,inputs,Assets that are inputs to this process.
Process,Instance of a lineage process in Atlan.,airflowTasks,TBC
Process,Instance of a lineage process in Atlan.,columnProcesses,Processes that detail column-level lineage for this process.
Purpose,Instance of a Purpose access control object in Atlan.,purposeClassifications,Tags on which this purpose is applied.
Qlik,Base class for Qlik assets.,qlikId,Unique identifier of the Qlik asset in Qlik.
Qlik,Base class for Qlik assets.,qlikQRI,QRI of the Qlik object.
Qlik,Base class for Qlik assets.,qlikSpaceId,Unique identifier (in Qlik) of the space where the asset exists.
Qlik,Base class for Qlik assets.,qlikSpaceQualifiedName,Unique name of the space where the Qlik asset exists.
Qlik,Base class for Qlik assets.,qlikAppId,Unique identifier (in Qlik) of the app where the asset exists.
Qlik,Base class for Qlik assets.,qlikAppQualifiedName,Unique name of the app where the Qlik asset exists.
Qlik,Base class for Qlik assets.,qlikOwnerId,Unique identifier (in Qlik) of the owner of the asset.
Qlik,Base class for Qlik assets.,qlikIsPublished,Whether the asset is published in Qlik (true) or not (false).
QlikApp,Instance of a Qlik App in Atlan.,qlikHasSectionAccess,Whether section access or data masking is enabled (true) or not (false).
QlikApp,Instance of a Qlik App in Atlan.,qlikOriginAppId,Origin App ID of the Qlik app.
QlikApp,Instance of a Qlik App in Atlan.,qlikIsEncrypted,Whether the app is encrypted (true) or not (false).
QlikApp,Instance of a Qlik App in Atlan.,qlikIsDirectQueryMode,Whether the app is in direct query mode (true) or not (false).
QlikApp,Instance of a Qlik App in Atlan.,qlikAppStaticByteSize,Static space taken up by the app.
QlikApp,Instance of a Qlik App in Atlan.,qlikSpace,Space in which the app exists.
QlikApp,Instance of a Qlik App in Atlan.,qlikSheets,Sheets that exist within the app.
QlikChart,Instance of a Qlick Chart in Atlan.,qlikChartSubtitle,Subtitle of the chart.
QlikChart,Instance of a Qlick Chart in Atlan.,qlikChartFootnote,Footnote on the chart.
QlikChart,Instance of a Qlick Chart in Atlan.,qlikChartOrientation,Orientation of the chart.
QlikChart,Instance of a Qlick Chart in Atlan.,qlikChartType,"Subtype of the chart, for example: bar, graph, pie, etc."
QlikChart,Instance of a Qlick Chart in Atlan.,qlikSheet,Sheet in which the chart exists.
QlikDataset,"Instance of a Qlik Dataset, Datafile, Datastore or Dataasset in Atlan.",qlikDatasetTechnicalName,Technical name of the data asset.
QlikDataset,"Instance of a Qlik Dataset, Datafile, Datastore or Dataasset in Atlan.",qlikDatasetType,"Type of the data asset, for example: qix-df, snowflake, etc."
QlikDataset,"Instance of a Qlik Dataset, Datafile, Datastore or Dataasset in Atlan.",qlikDatasetUri,URI of the dataset.
QlikDataset,"Instance of a Qlik Dataset, Datafile, Datastore or Dataasset in Atlan.",qlikDatasetSubtype,Subtype of the dataset.
QlikDataset,"Instance of a Qlik Dataset, Datafile, Datastore or Dataasset in Atlan.",qlikSpace,Space in which the dataset exists.
QlikSheet,Instance of a Qlik Sheet in Atlan.,qlikSheetIsApproved,Whether the sheet is approved (true) or not (false).
QlikSheet,Instance of a Qlik Sheet in Atlan.,qlikApp,App in which the sheet exists.
QlikSheet,Instance of a Qlik Sheet in Atlan.,qlikCharts,Charts contained within the sheet.
QlikSpace,Instance of a Qlik Space in Atlan.,qlikSpaceType,"Type of space, for example: Private, Shared, etc."
QlikSpace,Instance of a Qlik Space in Atlan.,qlikDatasets,Datasets contained within the space.
QlikSpace,Instance of a Qlik Space in Atlan.,qlikApps,Apps contained within the space.
Query,Instance of a query in Atlan.,rawQuery,TBC
Query,Instance of a query in Atlan.,longRawQuery,TBC
Query,Instance of a query in Atlan.,rawQueryText,TBC
Query,Instance of a query in Atlan.,defaultSchemaQualifiedName,TBC
Query,Instance of a query in Atlan.,defaultDatabaseQualifiedName,TBC
Query,Instance of a query in Atlan.,variablesSchemaBase64,TBC
Query,Instance of a query in Atlan.,isPrivate,TBC
Query,Instance of a query in Atlan.,isSqlSnippet,TBC
Query,Instance of a query in Atlan.,parentQualifiedName,TBC
Query,Instance of a query in Atlan.,collectionQualifiedName,TBC
Query,Instance of a query in Atlan.,isVisualQuery,TBC
Query,Instance of a query in Atlan.,visualBuilderSchemaBase64,TBC
Query,Instance of a query in Atlan.,parent,TBC
Query,Instance of a query in Atlan.,columns,TBC
Query,Instance of a query in Atlan.,tables,TBC
Query,Instance of a query in Atlan.,views,TBC
QuickSight,Base class for QuickSight assets.,quickSightId,TBC
QuickSight,Base class for QuickSight assets.,quickSightSheetId,TBC
QuickSight,Base class for QuickSight assets.,quickSightSheetName,TBC
QuickSightAnalysis,Instance of a QuickSight Analysis asset in Atlan.,quickSightAnalysisStatus,Status of quicksight analysis
QuickSightAnalysis,Instance of a QuickSight Analysis asset in Atlan.,quickSightAnalysisCalculatedFields,"Calculated fields of quicksight analysis "
QuickSightAnalysis,Instance of a QuickSight Analysis asset in Atlan.,quickSightAnalysisParameterDeclarations,"parameters used for quicksight analysis "
QuickSightAnalysis,Instance of a QuickSight Analysis asset in Atlan.,quickSightAnalysisFilterGroups,Filter groups used for quicksight analysis
QuickSightAnalysis,Instance of a QuickSight Analysis asset in Atlan.,quickSightAnalysisVisuals,TBC
QuickSightAnalysis,Instance of a QuickSight Analysis asset in Atlan.,quickSightAnalysisFolders,TBC
QuickSightAnalysisVisual,Instance of a QuickSight Analysis sheet visual in Atlan.,quickSightAnalysisQualifiedName,Qualified name of the QuickSight Analysis
QuickSightAnalysisVisual,Instance of a QuickSight Analysis sheet visual in Atlan.,quickSightAnalysis,TBC
QuickSightDashboard,Instance of a QuickSight Dashboard in Atlan.,quickSightDashboardPublishedVersionNumber,Version number of the dashboard published
QuickSightDashboard,Instance of a QuickSight Dashboard in Atlan.,quickSightDashboardLastPublishedTime,Last published time of dashboard
QuickSightDashboard,Instance of a QuickSight Dashboard in Atlan.,quickSightDashboardFolders,TBC
QuickSightDashboard,Instance of a QuickSight Dashboard in Atlan.,quickSightDashboardVisuals,TBC
QuickSightDashboardVisual,Instance of a QuickSight Dashboard sheet visual in Atlan.,quickSightDashboardQualifiedName,TBC
QuickSightDashboardVisual,Instance of a QuickSight Dashboard sheet visual in Atlan.,quickSightDashboard,TBC
QuickSightDataset,Instance of a QuickSight Dataset in Atlan.,quickSightDatasetImportMode,Quicksight dataset importMode indicates a value that indicates whether you want to import the data into SPICE
QuickSightDataset,Instance of a QuickSight Dataset in Atlan.,quickSightDatasetColumnCount,Quicksight dataset column count indicates number of columns present in the dataset
QuickSightDataset,Instance of a QuickSight Dataset in Atlan.,quickSightDatasetFolders,TBC
QuickSightDataset,Instance of a QuickSight Dataset in Atlan.,quickSightDatasetFields,TBC
QuickSightDatasetField,Instance of a QuickSight Dataset field in Atlan.,quickSightDatasetFieldType,Datatype of column in the dataset
QuickSightDatasetField,Instance of a QuickSight Dataset field in Atlan.,quickSightDatasetQualifiedName,Qualified name of the parent dataset
QuickSightDatasetField,Instance of a QuickSight Dataset field in Atlan.,quickSightDataset,TBC
QuickSightFolder,Instance of a QuickSight Folder in Atlan.,quickSightFolderType,Shared or private type of folder
QuickSightFolder,Instance of a QuickSight Folder in Atlan.,quickSightFolderHierarchy,Detailed path of the folder
QuickSightFolder,Instance of a QuickSight Folder in Atlan.,quickSightDashboards,TBC
QuickSightFolder,Instance of a QuickSight Folder in Atlan.,quickSightDatasets,TBC
QuickSightFolder,Instance of a QuickSight Folder in Atlan.,quickSightAnalyses,TBC
Readme,Instance of a README in Atlan.,seeAlso,TBC
Readme,Instance of a README in Atlan.,asset,Asset to which the README is linked.
ReadmeTemplate,Instance of a README template in Atlan.,icon,TBC
ReadmeTemplate,Instance of a README template in Atlan.,iconType,TBC
Redash,Base class for Redash assets.,redashIsPublished,Whether the asset is published in Redash (true) or not (false).
RedashDashboard,Instance of a Redash dashboard in Atlan.,redashDashboardWidgetCount,Number of widgets in the Redash dashboard.
RedashQuery,Instance of a Redash query in Atlan.,redashQuerySQL,SQL code of the Redash query.
RedashQuery,Instance of a Redash query in Atlan.,redashQueryParameters,Parameters for the Redash query.
RedashQuery,Instance of a Redash query in Atlan.,redashQuerySchedule,Schedule of the Redash query.
RedashQuery,Instance of a Redash query in Atlan.,redashQueryLastExecutionRuntime,Elapsed time of the last run of the Redash query.
RedashQuery,Instance of a Redash query in Atlan.,redashQueryLastExecutedAt,Time when the Redash query was last executed.
RedashQuery,Instance of a Redash query in Atlan.,redashQueryScheduleHumanized,Human-readable schedule of the Redash query.
RedashQuery,Instance of a Redash query in Atlan.,redashVisualizations,Visualizations of this Redash query.
RedashVisualization,Instance of a Redash visualization in Atlan.,redashVisualizationType,Type of the Redash visualization.
RedashVisualization,Instance of a Redash visualization in Atlan.,redashQueryName,Name of the query from which the visualization was created.
RedashVisualization,Instance of a Redash visualization in Atlan.,redashQueryQualifiedName,Unique name of the query from which the visualization was created.
RedashVisualization,Instance of a Redash visualization in Atlan.,redashQuery,Query from which the visualization was created.
Referenceable,Base class for everything in Atlan.,qualifiedName,Unique name for this asset. This is typically a concatenation of the asset's name onto its parent's qualifiedName.
Referenceable,Base class for everything in Atlan.,replicatedFrom,Unused.
Referenceable,Base class for everything in Atlan.,replicatedTo,Unused.
Referenceable,Base class for everything in Atlan.,meanings,Terms that are linked to this asset.
Resource,Base class for resources.,link,TBC
Resource,Base class for resources.,isGlobal,TBC
Resource,Base class for resources.,reference,TBC
Resource,Base class for resources.,resourceMetadata,TBC
S3,Base class for S3 assets.,s3ETag,"Entity tag for the asset. An entity tag is a hash of the object and represents changes to the contents of an object only, not its metadata."
S3,Base class for S3 assets.,s3Encryption,TBC
S3Bucket,Instance of an S3 bucket in Atlan.,s3ObjectCount,Number of objects within the bucket.
S3Bucket,Instance of an S3 bucket in Atlan.,s3BucketVersioningEnabled,Whether versioning is enabled for the bucket.
S3Bucket,Instance of an S3 bucket in Atlan.,objects,S3 objects within this bucket.
S3Object,Instance of an S3 object in Atlan.,s3ObjectLastModifiedTime,"Time (epoch) at which the object was last updated, in milliseconds, or when it was created if it has never been modified."
S3Object,Instance of an S3 object in Atlan.,s3BucketName,Name of the bucket in which the object exists.
S3Object,Instance of an S3 object in Atlan.,s3BucketQualifiedName,qualifiedName of the bucket in which the object exists.
S3Object,Instance of an S3 object in Atlan.,s3ObjectSize,Object size in bytes.
S3Object,Instance of an S3 object in Atlan.,s3ObjectStorageClass,Storage class used for storing the object.
S3Object,Instance of an S3 object in Atlan.,s3ObjectKey,Unique identity of the object in an S3 bucket. This is usually the concatenation of any prefix (folder) in the S3 bucket with the name of the object (file) itself.
S3Object,Instance of an S3 object in Atlan.,s3ObjectContentType,Type of content in the object.
S3Object,Instance of an S3 object in Atlan.,s3ObjectContentDisposition,Information about how the object's content should be presented.
S3Object,Instance of an S3 object in Atlan.,s3ObjectVersionId,Version of the object. This is only applicable when versioning is enabled on the bucket in which the object exists.
S3Object,Instance of an S3 object in Atlan.,bucket,S3 bucket in which the object exists.
SQL,Base class for SQL assets.,queryCount,TBC
SQL,Base class for SQL assets.,queryUserCount,TBC
SQL,Base class for SQL assets.,queryUserMap,TBC
SQL,Base class for SQL assets.,queryCountUpdatedAt,"Time (epoch) at which the query count was last updated, in milliseconds."
SQL,Base class for SQL assets.,databaseName,"Simple name of the database in which this SQL asset exists, or empty if it does not exist within a database."
SQL,Base class for SQL assets.,databaseQualifiedName,"Unique name of the database in which this SQL asset exists, or empty if it does not exist within a database."
SQL,Base class for SQL assets.,schemaName,"Simple name of the schema in which this SQL asset exists, or empty if it does not exist within a schema."
SQL,Base class for SQL assets.,schemaQualifiedName,"Unique name of the schema in which this SQL asset exists, or empty if it does not exist within a schema."
SQL,Base class for SQL assets.,tableName,"Simple name of the table in which this SQL asset exists, or empty if it does not exist within a table."
SQL,Base class for SQL assets.,tableQualifiedName,"Unique name of the table in which this SQL asset exists, or empty if it does not exist within a table."
SQL,Base class for SQL assets.,viewName,"Simple name of the view in which this SQL asset exists, or empty if it does not exist within a view."
SQL,Base class for SQL assets.,viewQualifiedName,"Unique name of the view in which this SQL asset exists, or empty if it does not exist within a view."
SQL,Base class for SQL assets.,isProfiled,Whether the asset has been profiled (true) or not (false).
SQL,Base class for SQL assets.,lastProfiledAt,"Time (epoch) at which the asset was last profiled, in milliseconds."
SQL,Base class for SQL assets.,dbtSources,TBC
SQL,Base class for SQL assets.,sqlDbtModels,TBC
SQL,Base class for SQL assets.,sqlDBTSources,TBC
SQL,Base class for SQL assets.,dbtModels,TBC
SQL,Base class for SQL assets.,dbtTests,TBC
Salesforce,Base class for Salesforce assets.,organizationQualifiedName,TBC
Salesforce,Base class for Salesforce assets.,apiName,TBC
SalesforceDashboard,Instance of a Salesforce dashboard in Atlan.,sourceId,ID of the dashboard in Salesforce.
SalesforceDashboard,Instance of a Salesforce dashboard in Atlan.,dashboardType,Type of dashboard in Salesforce.
